,Name,Calories,Type
1984,Pão Francês Integral (Tauste),168,1 porção (50g)
1985,Salada Italiana (Tauste),298,1 porção (310g)
1986,Pão da Fazenda (Tauste),120,1 fatia (40g)
1987,Linhaça Dourada Moída (Tauste),74,1 porção  (15g)
1988,Pão de Forma (Tauste),159,2 fatias (50g)
1989,Pão de Cenoura (Tauste),96,1 fatia (30g)
1990,Sushi Três Peixes (Tauste),181,1 porção  (90g)
1991,Kibe (Tauste),128,100g
1992,Salada Peito de Peru (Tauste),388,1 porção (340g)
1993,Pão de Queijo (Tauste),150,1 porção  (50g)
1994,Chocotone (Tauste),310,1 fatia (80g)
1995,Chia em Grãos (Tauste),134,1 porção (50g)
1996,Bolo Ferrero Rocher (Tauste),208,1 porção (60g)
1997,Salpicão de Frango (Tauste),159,100g
1998,Pão Caseirinho Doce (Tauste),157,1 fatia (50g)
1999,Farinha de Castanha de Caju (Verdemar),59,1 colher de sopa (10g)
2000,Queijo Canastra Araxa (Verdemar),85,1 fatia (30g)
2001,Mix de Sementes (Verdemar),89,1 colher de sopa (15g)
2002,Quiche 3 Queijos (Verdemar),141,1 fatia (40g)
2003,Patê de Frango (Verdemar),41,1 colher de chá  (10g)
2004,Pavê de Amendoim (Verdemar),114,1 colher de sopa (25g)
2005,Suco Misto de Frutas Vermelhas (Verdemar),192,1 copo (200ml)
2006,Pão de Queijo (Verdemar),169,3 unidades (60g)
2007,Patê de Frango Light (Verdemar),20,1 colher de chá (10g)
2008,Financier Tradicional (Verdemar),158,3 unidades (30g)
2009,Capuccino Tradicional (Verdemar),98,1 1/2 colher de sopa (21g)
2010,Champignon Paris (Verdemar),28,100g
2011,Pão de Queijo Coquetel (Verdemar),141,5 unidades (50g)
2012,Suco de Tangerina Integral (Verdemar),163,1 copo  (200ml)
2013,Biscoito Três Queijos (Verdemar),129,2 unidades (50g)
2014,Queijo Minas Araxá (Verdemar),126,1 fatia (30g)
2015,Pão de Queijo com Pedacinhos de Queijo (Verdemar),142,1 porção (50g)
2016,Iogurte Whey Coco (Verdemar),63,100g
2017,Caldo de Batata Baroa com Frango (Verdemar),144,1 porção (200g)
2018,Suco Verde (Verdemar),195,1 porção (200ml)
2019,Sanduíche Natural Frango e Salada (Taeq),220,1 unidade (350g)
2020,Morango Congelado (Taeq),50,1 porção (140g)
2021,Uva Passa Escura sem Semente (Taeq),80,2 colheres de sopa (30g)
2022,Sanduíche Natural Peito de Peru e Salada (Taeq),275,1 unidade (128g)
2023,Barra de Cereal com Castanhas e Chocolate (Taeq),72,1 barra (25g)
2024,Pasta de Amendoim (Taeq),93,1 colher de sopa (15g)
2025,Arroz Integral (Taeq),180,1 porção (50g)
2026,Quiche de Espinafre e Ricota (Taeq),286,1 unidade (120g)
2027,Sopa de Legumes (Taeq),146,1 unidade (400g)
2028,Sanduíche Natural de Atum e Salada (Taeq),232,1 unidade (130g)
2029,Flocos de Quinua (Taeq),52,1 colher de sopa (15g)
2030,"Brócolis, Couve-Flor e Cenoura Congelados (Taeq)",26,2 xicaras (130g)
2031,Aveia em Flocos (Taeq),120,2 colheres de sopa (30g)
2032,Seleta de Legumes Congelados (Taeq),69,2 xícaras (130g)
2033,Pasta de Amendoim com Cacau (Taeq),87,1 colher de sopa (15g)
2034,Farelo de Aveia Oat Bran (Taeq),32,1 colher de sopa (10g)
2035,Sopa Creme de Abóbora (Taeq),112,1 unidade (400g)
2036,Baguete Integral (Taeq),121,1/2 unidade (50g)
2037,Torrada Integral Multigrãos (Taeq),114,2 fatias (30g)
2038,Mini Cenoura (Taeq),42,100g
2039,Ameixa Vermelha (Sonda),9,1 unidade media (16g)
2040,Pão de Frios (Sonda),79,1 porção (36g)
2041,Bisnaga Leite (Sonda),131,1 bisnaga (46g)
2042,Pão de Cebola (Sonda),119,1 porção (50g)
2043,Pão Italiano (Sonda),121,1 fatia (50g)
2044,Pão de Mandioquinha (Sonda),96,1 unidade (36g)
2045,Pão Francês Integral (Sonda),119,1 porção (50g)
2046,Bolo Red Velvet (Sonda),448,1 porção (140g)
2047,Pão Semi Italiano (Sonda),119,1 fatia (50g)
2048,Pão Folhado de Queijo (Sonda),270,1 fatia (50g)
2049,Broa Caxambu (Sonda),113,1 unidade (30g)
2050,Pão de Queijo Mini (Sonda),145,1 porção (50g)
2051,Pão Australiano (Sonda),111,2 pães (45g)
2052,Biscoito de Polvilho (Sonda),97,6 biscoitos (30g)
2053,Sanduíche Natural de Peito de Peru (Sonda),107,1 fatia (60g)
2054,Mussarela (Sonda),80,1 porção (30g)
2055,Chocotone (Sonda),260,1 fatia média (80g)
2056,Pão Pizza Frango (Sonda),102,1 porção (40g)
2057,Brigadeiro (Sonda),103,1 porção (30g)
2058,Croissant Manteiga (Sonda),255,1 unidade (70g)
2059,Granola com Banana (Viver),168,1/2 xícara de chá (40g)
2060,Biscoito de Arroz Integral (Viver),102,1 porção (30g)
2061,Farelo de Aveia (Viver),32,1 colher de sopa (10g)
2062,Aveia em Flocos Finos (Viver),114,2 colheres de sopa (30g)
2063,Aveia em Flocos Sabor Mel (Viver),110,2 colheres de sopa (30g)
2064,Aveia em Flocos Finos com Cacau (Viver),125,1 porçao  (30g)
2065,Granola com Frutas (Viver),160,1/2 xicara de cha (40g)
2066,Barra de Cereal Sabor Brigadeiro (Viver),89,1 porção (25g)
2067,"Barra de Cereal com Aveia, Morango e Cobertura de Chocolate (Viver)",102,1 barra (25g)
2068,Barra de Biscoito Integral com Recheio de Goiaba (Viver),96,1 unidade (25g)
2069,Macarrão Parafuso 8 Grãos (Viver),292,100g
2070,Batata Doce Assada (Zaffari),74,1 porção (50g)
2071,Cuca (Zaffari),105,1 porção (50g)
2072,Pão Cacetinho (Zaffari),117,1 unidade (50g)
2073,Carne Moída de Acém (Zaffari),190,100g
2074,Peito de Frango Grelhado (Zaffari),117,1 porção (50g)
2075,Pastel de Carne Assado (Zaffari),139,1 porção (50g)
2076,Mini Pão de Queijo (Zaffari),146,7 unidades (50g)
2077,Nozes Chilenas sem Casca (Zaffari),70,1 unidades (30g)
2078,Peito de Frango Empanado (Zaffari),239,1 porção (130g)
2079,Cueca Virada (Zaffari),198,1 porção (50g)
2080,Pastel Folhado de Frango (Zaffari),118,1 porção (50g)
2081,Bolinho de Chuva (Zaffari),136,1 porção (40g)
2082,Pão Cervejinha (Zaffari),143,1 porção (50g)
2083,Pão Português (Zaffari),151,1 porção  (50g)
2084,Pão Semi Italiano (Zaffari),142,1 unidade (50g)
2085,Cachorrinho Festivo (Zaffari),48,1 1/2 unidades (50g)
2086,Vagem Macarrão (Zaffari),21,1 porção (50g)
2087,Mix de Frutas Pote (Zaffari),40,100g
2088,Pão Cacetinho Integral (50g) (Zaffari),137,1 porção (50g)
2089,Bife Patinho (Zaffari),190,100g
2090,Focaccia Alecrim (Zona Sul),59,1 porçao (50g)
2091,Pasta de Ricota (Zona Sul),70,1 porção (30g)
2092,Radicchio (Zona Sul),23,100g
2093,Peito de Chester Defumado (Zona Sul),25,2 fatias
2094,Baguete Rustiguette (Zona Sul),122,1 porção (50g)
2095,Fogaccia (Zona Sul),320,100g
2096,Crumble de Maçã (Zona Sul),228,1 unidade (65g)
2097,Queijo Mussarela (Zona Sul),96,2 fatias (40g)
2098,Pizza Calabresa Resfriada (Zona Sul),118,1 fatia (45g)
2099,Pão Hamburger Panetto (Zona Sul),264,100g
2100,Pão Sírio com Salame (Zona Sul),431,1 porção (170g)
2101,Mussarela (Zona Sul),96,2 fatias (40g)
2102,Sanduíche Sírio Queijo Salame (Zona Sul),431,100g
2103,Torrada Panetto Parmesão (Zona Sul),132,1 porção (40g)
2104,Whey Protein VP2 (AST Sports Science),105,1 colher medida (28g)
2105,Mussarela de Búfala (Almeida Prado),74,2 bolinhas (30g)
2106,Queijo Mozzarella de Búfala Bolinha (Almeida Prado),95,3 bolinhas (30g)
2107,Requeijão de Búfala (Almeida Prado),93,1 porção (30g)
2108,Creme de Ricota (Almeida Prado),53,2 colheres  (30g)
2109,Requeijão Cremoso de Búfala (Almeida Prado),93,2 colheres de sopa (30g)
2110,Crispy Onions (Benassi),177,1/2 xícara (30g)
2111,Goma Pronta para Tapioca (Benassi),145,3 colheres (60g)
2112,Maçã Disney Cubes (Benassi),52,100g
2113,Filé de Merluza (Bom Peixe),92,1 porção (60g)
2114,Filé de Tilápia (Bom Peixe),27,3 colheres de sopa (60g)
2115,Kani (Bom Peixe),17,1 unidade (16g)
2116,Iogurte Grego (Delicari),180,1 porção (170g)
2117,Iogurte Caramelo de Bali (Delicari),168,1 pote (170g)
2118,Iogurte Natural Baixa Lactose (Delicari),130,1 pote (170g)
2119,Iogurte Framboesa (Delicari),158,1 pote (170g)
2120,Iogurte Natural Grego (Delicari),145,1 porção (170g)
2121,Pão de Queijo (Camoleis),160,1 porção (50g)
2122,Feijão Fradinho (Blue Ville),190,1 porção (60g)
2123,Massa de Arroz (Blue Ville),282,1 1/2 xícaras (80g)
2124,Arroz Parboilizado (Blue Ville),174,1/4 xícara (50g)
2125,Arroz Integral (Blue Ville),174,1/4 de xícara cru (50g)
2126,Arroz Branco (Blue Ville),172,1/4 de xicara (50g)
2127,Feijão Vermelho (Blue Ville),194,1 porção (60g)
2128,Massa de Arroz Espaguete (Blue Ville),278,1 1/2 xícaras (80g)
2129,Arroz para Culinária Naturalista (Blue Ville),175,100g
2130,Achocolatado (Blue Ville),79,1 porção  (20g)
2131,Pipoca Natural com Melado de Cana (Cerradim),80,1 xícara  (25g)
2132,Melado de Cana (Cerradim),45,2 colheres de sopa (30g)
2133,Polpa de Tamarindo (Cerradim),80,100g
2134,Tahine (Cerradim),197,2 colheres de sopa (30g)
2135,Bolo de Banana (Equilibre),87,1 porção (45g)
2136,Pão Multigrãos (Equilibre),138,3 fatias (60g)
2137,Pão Integral (Equilibre),100,2 fatias (50g)
2138,Pão de Cenoura com Chia (Equilibre),114,100g
2139,Pipoca (Equilibre),95,1 porção (20g)
2140,Pão de Cenoura e Iogurte (Equilibre),79,1 fatia (35g)
2141,Bolacha Recheada (Danix),140,3 biscoitos (30g)
2142,Biscoito Recheado (Danix),146,100g
2143,Chocolate (Danix),140,3 unidades (30g)
2144,Danix Vitacálcio (Danix),133,7 bolachas (30g)
2145,Biscoito de Coco (Aruba),121,6 biscoitos (30g)
2146,Biscoito de Chocolate (Aruba),135,6 biscoitos (30g)
2147,Biscoito Banana com Canela (Aruba),116,6 biscoitos (30g)
2148,Pasta de Amendoim Crunchy (Aruba),90,1 colher de sopa (15g)
2149,Protein Double Chocolate (Aruba),165,1 porção (40g)
2150,Pasta de Amendoim com Cacau (Aruba),76,1 colher de sopa (15g)
2151,Paçoca Cremosa (Aruba),93,1 porção (25g)
2152,Biscoito Cacau Zero Açúcares (Aruba),122,6 biscoitos (30g)
2153,Biscoito de Limão (Aruba),144,6 biscoitos (30g)
2154,Biscoito Doce de Cacau (Aruba),140,6 biscoitos (30g)
2155,Protein Gotas de Chocolate (Aruba),170,1 porção (40g)
2156,Biscoito Doce com Maracujá (Aruba),138,6 biscoitos (30g)
2157,Biscoito Sabor Amendoim (Aruba),125,1 porção (30g)
2158,Snack de Tomate e Manjericão (Aruba),93,8 biscoitos  (30g)
2159,Biscoito de Tomate e Manjericão (Aruba),93,8 biscoitos (30g)
2160,Queijo Mussarela Fatiado (Crioulo),105,2 fatias  (30g)
2161,Requeijão Cremoso (Crioulo),88,1 colher de sopa (30g)
2162,Queijo Minas Padrão (Crioulo),118,1 fatia (30g)
2163,Requeijão Cremoso Light (Crioulo),59,1 colher de sopa (30g)
2164,Requeijão Light (Crioulo),192,100g
2165,Queijo Prato (Crioulo),116,1 porção (30g)
2166,Queijo de Coalho (Crioulo),104,1/2 espeto (30g)
2167,Queijo Mussarela (30g) (Crioulo),90,1 fatia (30g)
2168,Queijo Mussarela Zero Lactose (Crioulo),100,1 fatia (30g)
2169,Manteiga com Sal (Crioulo),76,1 colher de sopa (10g)
2170,Manteiga (Crioulo),76,1 colher de sopa  (10g)
2171,Queijo Parmesão com Outros Queijos Ralados (Crioulo),48,1 colher de sopa (10g)
2172,Requeijão Cremoso Bisnaga (Crioulo),70,1 colher de sopa (30g)
2173,Requeijão Zero Lactose (Crioulo),92,1 colher sopa  (30g)
2174,Nata (Crioulo),61,1 colher de sopa (10g)
2175,Queijo Mussarela Light (Crioulo),81,1 fatia (30g)
2176,Queijo Minas Frescal (Crioulo),96,1 fatia (30g)
2177,Queijo Minas Padrão Zero Lactose (Crioulo),117,1 fatia (30g)
2178,Queijo Prato Fatiado (Crioulo),109,100g
2179,Requeijão Cremoso Sabor Cheddar e Parmesão (Crioulo),74,1 colher de sopa (30g)
2180,Queijo Mussarela Fatiado (Della Vita),99,1 fatia (30g)
2181,Queijo Colonial Premium (Della Vita),100,1 porção (30g)
2182,Queijo Prato (Della Vita),97,1 1/2 fatias (30g)
2183,Queijo Minas Light (Della Vita),113,2 fatias (50g)
2184,Requeijão Cremoso com Queijo (Della Vita),85,1 colher de sopa (30g)
2185,Requeijão Light (Della Vita),65,1 colher de sopa (30g)
2186,Requeijão Cremoso (Della Vita),80,1 colher de sopa (30g)
2187,Nata (Della Vita),64,1 colher de sopa (15g)
2188,Queijo Colonial Fatiado (Della Vita),107,1 porção (30g)
2189,Ricota Fresca (Della Vita),45,1 fatia  (30g)
2190,Iogurte Morango (Della Vita),110,1 copo (200g)
2191,Chocolate 54% Cacau Premium (Equilibrar Comendo),93,1 unidade (20g)
2192,Panetini Sueco (Equilibrar Comendo),68,1 xícara (30g)
2193,Chocolate Crocante Premium 54% (Equilibrar Comendo),96,1 unidade (20g)
2194,Chocolate 72% Cacau Premium (Equilibrar Comendo),105,1 unidade (20g)
2195,Firmalize (Exímia),40,1 sachê (13g)
2196,Albumina (Fama Ovos),382,100g
2197,Hambúrguer de Feijão Preto com Couve e Chia (Gerônimo),110,100g
2198,Falafel (Gerônimo),155,100g
2199,Hambúrguer de Lentilha com Semente de Girassol (Gerônimo),159,1 porção (100g)
2200,Hambúrguer de Grão de Bico com Alho Poró (Gerônimo),159,100g
2201,Hambúrguer de Berinjela com Castanha de Caju e Gergelim (Gerônimo),121,1 porção (100g)
2202,Kafta de Feijão Fradinho com Quinoa e Especiarias (Gerônimo),72,1 unidade (57g)
2203,Kibe De Mandioquinha Com Amêndoas E Batata Doce (Gerônimo),77,1 unidade (50g)
2204,Pão sem Queijo (Gerônimo),105,2 unidades (50g)
2205,Biscoito Cream Craker (Festiva),131,7 unidades (30g)
2206,Biscoito Recheado (Festiva),147,3 biscoitos (30g)
2207,Negrito (Festiva),132,3 biscoitos (30g)
2208,Feijão Carioca (Fritz & Frida),197,1/2 xícara (60g)
2209,Polenta (Fritz & Frida),170,1/2 xícara (50g)
2210,Tapioca (Fritz & Frida),70,2 colheres de sopa (30g)
2211,Lentilha (Fritz & Frida),139,1/2 xícara (60g)
2212,Coco Ralado Puro (Fritz & Frida),74,1 colher de sopa (12g)
2213,Aveia em Flocos Integral (Fritz & Frida),107,2 colheres de sopa (30g)
2214,Arroz Integral (Fritz & Frida),180,1/4 xícara (50g)
2215,Ervilha Seca Partida (Fritz & Frida),206,1 porção (60g)
2216,Farinha de Mandioca (Fritz & Frida),121,1 xícara (50g)
2217,Massa Caseira (Fritz & Frida),260,1 porção (80g)
2218,Lentilha Premium (Fritz & Frida),203,1 porção (60g)
2219,Feijão Preto Premium (Fritz & Frida),194,1/2 xícara (60g)
2220,Polvilho Azedo (Fritz & Frida),70,1 porção (20g)
2221,Milho Pipoca (Fritz & Frida),71,1 xícara (25g)
2222,Aveia em Flocos Finos (Fritz & Frida),107,2 colheres de sopa (30g)
2223,Pipoca (Fritz & Frida),71,1 xícara (25g)
2224,Farofa Pronta (Fritz & Frida),149,3 colheres de sopa (35g)
2225,Pipoca Premium (Fritz & Frida),71,1 xícara (25g)
2226,Farinha de Mandioca (Fritz & Frida),242,100g
2227,Farinha de Aveia (Fritz & Frida),182,1 porção (50g)
2228,Chocolate 88% (Hachez),161,5 unidades (25g)
2229,Chocolate 77% Cacau (Hachez),143,1/4 barra (25g)
2230,Azeite de Oliva Extra Virgem (Galo),108,1 colher de sopa (10g)
2231,Macarrão (Galo),200,1 porção  (56g)
2232,Vinagre Balsâmico (Galo),7,1 colher de sopa (10ml)
2233,Macarrão Integral (Galo),274,1 prato (80g)
2234,Macarrão Integral Parafuso (Galo),274,1 porção (80g)
2235,Macarrão Espaguete 8 (Galo),282,1 prato raso (80g)
2236,Macarrão Parafuso (Galo),200,1 porção (55g)
2237,Macarrão (Galo),283,80g
2238,Macarrão Espaguete Integral (Galo),190,1 porção (56g)
2239,Macarrão de Sêmola (Galo),200,1 porção (56g)
2240,Macarrão Pena (Galo),283,1 xícara de chá (80g)
2241,Macarrão Gravata (Galo),283,1 porção (80g)
2242,Biscoito Recheado Sabor Chocolate (Galo),139,6 bolachas (30g)
2243,Macarrão Ninho 2 (Galo),200,1 porção (56g)
2244,Rosquinhas (Galo),140,6 biscoitos (30g)
2245,Espaguete Integral (Galo),274,1 porção (80g)
2246,Cream Cracker (Galo),128,5 1/2 unidades (30g)
2247,Macarrão de Sêmola Com Vegetais (Galo),282,1 xícara de chá (80g)
2248,Tortiglione (Galo),283,1 xícara de chá (80g)
2249,Macarrão Cozido (Galo),158,100g
2250,Leite de Coco (Indiano),26,2 colheres de sopa (20ml)
2251,Coco Ralado Puro (Indiano),52,2 colheres de chá  (12g)
2252,Coco Ralado Açucarado (Indiano),50,2 colheres de chá  (12g)
2253,Barra de Proteína Vegana Vanilla Coconut (Hart's),270,1 barrinha (70g)
2254,Granola Austrália Keto (Hart's),186,1 porção (40g)
2255,Granola Australia Classic Nuts (Hart's),166,1 porção (40g)
2256,Vegana Almond Chocolat (Hart's),264,1 barra (70g)
2257,Move Cacau (Hart's),171,1 unidade (40g)
2258,Love Paçoquinha (Hart's),118,1 barra (35g)
2259,Barra de Nuts Cranberry e Chocolate (Hart's),156,1 porção (35g)
2260,Love Cocadinha (Hart's),110,1 barra (25g)
2261,Vegana Protein Chocolat (Hart's),134,1 porção (36g)
2262,Love Cacau (Hart's),128,1 unidade (35g)
2263,Vegana Protein Vanilla Coconut (Hart's),163,1 serving (36g)
2264,Move Coco (Hart's),180,1 barra (40g)
2265,Barra de Nuts Amendoim e Chocolate (Hart's),170,1 porção (35g)
2266,Love Chia (Hart's),142,1 barra (35g)
2267,Vegana Bite Morango+Chocolate (Hart's),105,1 porção (30g)
2268,Coco & Chocolate (Hart's),173,1 barra (35g)
2269,"Barra de Amendoim, Amêndoas, Chia e Chocolate 70% Cacau (Hart's)",161,100g
2270,Vegana Caffè Mocha (Hart's),259,1 barra (70g)
2271,Benuts Goji (Hart's),140,1 unidade (30g)
2272,Vegana Chocolat + Nibs (Hart's),264,1 barra (70g)
2273,Queijo Prato (Haciendas),125,2 fatias (35g)
2274,Presunto Serrano (Haciendas),99,4 fatias (40g)
2275,Salame tipo Hamburguês (Haciendas),108,6 fatias (40g)
2276,Salame tipo Italiano (Haciendas),122,5 fatias (40g)
2277,Bacon Fatiado (Haciendas),45,1 fatia (12g)
2278,Salame Pamplona (Haciendas),101,6 fatias (40g)
2279,Queijo Mussarela (Haciendas),125,2 1/2 fatias (45g)
2280,Pepperoni (Haciendas),248,6 fatias (40g)
2281,Couve Flor (Grano),35,1 porção (130g)
2282,Brócolis Congelado (Grano),43,1 porção (130g)
2283,Mix Clássico (Grano),50,1 1/2 xícaras (130g)
2284,Ervilhas Congeladas (Grano),118,1/2 xícaras de chá  (130g)
2285,Grão de Bico Congelado (Grano),182,1 porção (130ml)
2286,Mix Salada Russa (Grano),60,2 xícaras de chá  (130ml)
2287,Mix Premium (Grano),40,1 porção (130g)
2288,Mix da Fazenda (Grano),65,2 xícaras de chá  (130g)
2289,Abóbora (Grano),58,1 porção (130g)
2290,Mix Oriental (Grano),51,1 porção (130g)
2291,Mix do Chef (Grano),118,1 porção (130g)
2292,Camarão com Requeijão (Litoral),136,100g
2293,Queijo Mussarela (Litoral),108,1 fatia (30g)
2294,Queijo Muçarela (Litoral),105,1 porção  (30g)
2295,Queijo (Litoral),99,2 fatias (30g)
2296,Manteiga com Sal (Litoral),74,1 colher de sopa (10g)
2297,Biscoito Wafer Recheado (Canudinhos de Chocolate) (Itamaraty),131,6 unidades (30g)
2298,Look Chocolate (Itamaraty),145,6 unidades (30g)
2299,Wafer Recheado (Itamaraty),148,3 unidades (30g)
2300,Look Cookies & Cream (Itamaraty),144,1 porção (30g)
2301,Look Atrevidos (Itamaraty),142,6 unidades (30g)
2302,Look Floresta Negra (Itamaraty),145,1 porção (30g)
2303,Cappuccino (Itamaraty),44,2 colheres de sopa (10g)
2304,Wafer Recheado Floresta Negra (Itamaraty),158,3 unidades (30g)
2305,Chocolate Diet (Itamaraty),109,1 porção (25g)
2306,Cappuccino Light (Itamaraty),28,2 colheres de chá (7g)
2307,Look Beijinho (Itamaraty),147,6 unidades (30g)
2308,Whey 100% Pure (Integralmedica),119,2 scoops (30g)
2309,Whey 100% (Integralmedica),121,2 scoop (30g)
2310,Creatina (Integralmedica),0,1 dosador (3g)
2311,Protein Crisp Bar Trufa de Avelã (Integralmedica),185,1 barra (45g)
2312,Whey 100% Pure Cookies & Cream (Integralmedica),122,2 scoops (30g)
2313,Barra de Proteína (Integralmedica),166,1 barra (45g)
2314,Protein Crisp Bar Leite Ninho com Creme de Avelã (Integralmedica),196,1 barra (45g)
2315,Whey Protein Isolate (Integralmedica),112,2 scoops (30ml)
2316,Whey 3W (Integralmedica),119,2 scoops (30g)
2317,Hipercalorico (Integralmedica),593,4 scoops (160g)
2318,Protein Crisp Bar Doce de Coco (Integralmedica),166,1 barra  (45g)
2319,Protein Crisp Bar Peanut Butter (Integralmedica),186,1 unidade (45g)
2320,Whey 100% Pure Baunilha (Integralmedica),121,2 scoops (30g)
2321,Glutamina (Integralmedica),20,1 scoop (5g)
2322,Whey 100% Pure Chocolate (Integralmedica),119,1 scoop (30g)
2323,Whey Protein Isolado (Integralmedica),108,2 scoops (30ml)
2324,Whey 100% Chocolate (Integralmedica),119,2 scoops (30g)
2325,Whey Protein Iso (Integralmedica),107,2 scoops (30g)
2326,Protein Crisp Bar Romeu e Julieta (Integralmedica),162,1 barra (45g)
2327,Protein Crisp Churros com Doce de Leite (Integralmedica),166,1 porção (45g)
2328,Leite Desnatado (Jussara),70,1 copo (200ml)
2329,Leite Integral (Jussara),120,1 copo (200ml)
2330,Leite Semidesnatado (Jussara),40,100ml
2331,Creme de Leite (Jussara),27,1 1/2 colher de sopa (15g)
2332,Leite Zero Lactose Semi Desnatado (Jussara),40,100g
2333,Leite Semidesnatado (200ml) (Jussara),80,1 copo (200g)
2334,Leite Semidesnatado Zero Lactose (Jussara),82,1 copo (200ml)
2335,Leite Zero Lactose (Jussara),82,1 copo (200g)
2336,Leite Integral Zero Lactose (Jussara),60,100ml
2337,Creme de Leite Leve (Jussara),27,1 porção (15g)
2338,Leite Condensado (Jussara),65,1 colher de sopa (20g)
2339,Leite de Soja (Jussara),79,1 copo (200g)
2340,Leite UHT Desnatado (Jussara),70,1 copo (200g)
2341,Leite UHT Semidesnatado (Jussara),80,1 copo (200g)
2342,Leite Integral Jussara (Jussara),120,100ml
2343,Leite Semidesnatado Jussara Max (Jussara),80,1 copo (200ml)
2344,Pé de Moleque Inteiro (Jussara),100,1 porção  (150g)
2345,Whey Protein (Jussara),70,100g
2346,Leite de Soja Zero (Jussara),23,100ml
2347,Soja Original Zero (Jussara),47,1 copo (200g)
2348,Purê de Batatas Instantâneo (Knorr),116,3 colheres de sopa (30g)
2349,Caldo de Galinha (Knorr),12,1/2 cubo (5g)
2350,Milho (Knorr),107,1 xícara de chá (130g)
2351,Ervilha (Knorr),123,1 xícara de chá (130g)
2352,Sopão com + Macarrão (Knorr),84,2 colheres de sopa (25g)
2353,Sopa de Galinha com Macarrão (Knorr),61,2 colheres de sopa (19g)
2354,Creme de Cebola (Knorr),44,1 porção (15g)
2355,Macarrão Espaguete (Knorr),284,1 porção (80g)
2356,Saladinha de Grão de Bico (Knorr),204,1 porção (130g)
2357,Canjão com + Arroz (Knorr),82,1 porção (25g)
2358,Macarrão Fusilli Integral (Knorr),271,1 prato (80g)
2359,Macarrão Parafuso (Knorr),283,1 prato (80g)
2360,Sopão Galinha (Knorr),84,2 colheres de sopa (24g)
2361,Grão de Bico (Knorr),155,1 xícara de chá (130g)
2362,Spaghetti Integral (Knorr),271,1 prato (80g)
2363,Sopão Batido de Feijão (Knorr),81,1 porção (25g)
2364,Saladinha De Grãos Lentilha (Knorr),135,1 xícara de chá (130g)
2365,"Saladinha de Grãos, Feijão Vermelho, Branco e Ervilha (Knorr)",131,1 porção (130g)
2366,Sopa de Cebola (Knorr),25,1 colher de sopa (11g)
2367,Caldo de Carne Balance (Knorr),13,1/2 cubo (5g)
2368,Tapioca (Juparanã),253,1 porção (120g)
2369,Goma de Tapioca Hidratada (Juparanã),253,1 porção  (120g)
2370,Tapioca Semi Pronta (Juparanã),253,1 copo (120g)
2371,Lentilha (Juparanã),137,1/4 chicara (40g)
2372,Tapioca Semipronta (Juparanã),57,1 copo americano (120g)
2373,Soja em Grão (Juparanã),268,1 porção (60g)
2374,Goma de Mandioca Hidratada (Juparanã),57,1 copo americano (120g)
2375,Polvilho Azedo (Juparanã),65,1 colher de sopa (20g)
2376,Amendoim Torrado (Juparanã),88,1 porção  (15g)
2377,Farofa Pronta Picante (Juparanã),133,1 colher de sopa (35g)
2378,Milho de Pipoca (Juparanã),78,1/4 xícara de chá  (25g)
2379,Arroz Caramelizado (Miyako),60,1 unidade (20g)
2380,Sembei tipo Biju (Miyako),22,1 unidade (5g)
2381,Ovinhos de Amendoim (Kuky),122,1 porção (25g)
2382,Amendoim tipo Japonês (Kuky),111,2 colheres de sopa (25g)
2383,Amendoim Frito (Kuky),84,2 colheres de sopa (15g)
2384,Goma Festa (Kuky),70,6 unidades (20g)
2385,Amendoim Colorido (Kuky),107,15 unidades (25g)
2386,Bolix (Kuky),75,1 porção (20g)
2387,Amendoim Torrado sem Pele Premium (Kuky),86,2 1/2 colheres de sopa (15g)
2388,Amendoim Chocolate (Kuky),107,15 unidades (25g)
2389,Jelly Beans (Kuky),75,11 unidades (20g)
2390,Bolinhas Azedinhas (Kuky),75,7 unidades (20g)
2391,Avocado (Jaguacy),72,1/2 unidade (50g)
2392,Filé de Peixe Panga (Leardini),65,100g
2393,Escondidinho de Salmão (Leardini),185,1/3 unidade (117g)
2394,Salmão (Leardini),70,1 porção (60g)
2395,Kani (Leardini),66,1 porção (60g)
2396,Bolinho com Bacalhau (Leardini),25,1 bolinho (30g)
2397,Filé de Tilápia (Leardini),61,1 porção (60g)
2398,Ingredientes Para Paella (Leardini),57,3 colheres (60g)
2399,Kani (Leardini),111,100g
2400,Bis (7g) (Lacta),30,1 unidade (7g)
2401,Chocolate Ao Leite (Lacta),133,2 quadradinhos (25g)
2402,Bombom Sonho de Valsa (Lacta),115,1 bombom (22g)
2403,Ouro Branco (Lacta),106,1 unidade (20g)
2404,Chocolate com 60% de Cacau (Lacta),130,1 quadradinho (25g)
2405,Bombom Ouro Branco (Lacta),106,1 bombom (20g)
2406,Diamante Negro (25g) (Lacta),124,4 quadradinhos (25g)
2407,Sonho de Valsa (Lacta),105,1 unidade (20g)
2408,Lacta Intense 60% Original (Lacta),130,3 quadrinhos (25g)
2409,Bis Xtra (Lacta),228,1 unidade (45g)
2410,Diamante Negro (20g) (Lacta),98,1 unidade (20g)
2411,Intense 60% Cacau Mix de Nuts (Lacta),133,3 quadradinhos  (25g)
2412,Bis Branco (Lacta),155,4 1/2 unidades (30g)
2413,Amandita (2) (Lacta),95,2 unidades (19g)
